"","control","instnm","ccbasic","stabbr","female","first_gen","poverty_rate","veteran","unemp_rate","ug_whitenh","ug_aianold","ug_api","ug_blacknh","ug_hispold","ug_nra","ug_unkn","year"
"180",1,"University of Louisville",15,"KY",0.551316985,0.304347826,8.75,0.00181653,3.059999943,NA,NA,NA,NA,NA,NA,NA,"latest"
"181",1,"University of Maine",16,"ME",0.482962963,0.234053498,7.789999962,0.002962963,3.140000105,NA,NA,NA,NA,NA,NA,NA,"latest"
"182",1,"University of Maryland-College Park",15,"MD",0.508934661,0.224270576,4.429999828,0.002046106,2.730000019,NA,NA,NA,NA,NA,NA,NA,"latest"
"183",1,"Morgan State University",16,"MD",0.586463501,0.33101188,10.52000046,NA,4.489999771,NA,NA,NA,NA,NA,NA,NA,"latest"
"184",1,"University of Massachusetts-Amherst",15,"MA",0.515474436,0.215541825,5.599999905,0.003514341,2.799999952,NA,NA,NA,NA,NA,NA,NA,"latest"
"185",2,"Massachusetts Institute of Technology",15,"MA",0.371888726,0.258513932,7.349999905,NA,3.220000029,NA,NA,NA,NA,NA,NA,NA,"latest"
"186",1,"Ohio State University-Main Campus",15,"OH",0.520343909,0.262238654,6.510000229,0.004722693,2.75,NA,NA,NA,NA,NA,NA,NA,"latest"
"187",1,"University of Pittsburgh-Pittsburgh Campus",15,"PA",0.529968119,0.209672003,6.889999866,0.002550478,3.279999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"188",1,"University of Colorado Colorado Springs",16,"CO",0.55888651,0.313405381,5.400000095,0.007494647,2.869999886,NA,NA,NA,NA,NA,NA,NA,"latest"
"189",1,"University of Connecticut",15,"CT",0.530965508,0.266493293,4.960000038,0.002051545,3.059999943,NA,NA,NA,NA,NA,NA,NA,"latest"
"190",1,"University of Central Florida",15,"FL",0.589144516,0.352640047,7.170000076,0.005450078,2.980000019,NA,NA,NA,NA,NA,NA,NA,"latest"
"191",1,"Florida Agricultural and Mechanical University",16,"FL",0.64793518,0.365940948,13.10000038,NA,4.679999828,NA,NA,NA,NA,NA,NA,NA,"latest"
"192",1,"Florida Atlantic University",16,"FL",0.612283704,0.387772831,8.210000038,0.004848831,3.24000001,NA,NA,NA,NA,NA,NA,NA,"latest"
"193",1,"University of Delaware",15,"DE",0.585467128,0.170937108,4.380000114,NA,2.849999905,NA,NA,NA,NA,NA,NA,NA,"latest"
"194",2,"American University",16,"DC",0.660954712,0.156343443,5.340000153,NA,2.950000048,NA,NA,NA,NA,NA,NA,NA,"latest"
"195",2,"The Catholic University of America",16,"DC",0.579831933,0.101265823,5.400000095,NA,2.970000029,NA,NA,NA,NA,NA,NA,NA,"latest"
"196",2,"Gallaudet University",16,"DC",0.515748032,0.338565022,8.399999619,NA,3.559999943,NA,NA,NA,NA,NA,NA,NA,"latest"
"197",2,"George Washington University",15,"DC",0.634680135,0.160658033,5.539999962,NA,2.950000048,NA,NA,NA,NA,NA,NA,NA,"latest"
"198",1,"Montclair State University",16,"NJ",0.626289341,0.412447257,6.480000019,0.003306004,3.630000114,NA,NA,NA,NA,NA,NA,NA,"latest"
"199",1,"Rutgers University-New Brunswick",15,"NJ",0.553944444,0.345829486,6.019999981,0.004277778,3.529999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"200",1,"CUNY Graduate School and University Center",15,"NY",0.77294686,0.43956044,14.68999958,0.015700483,4.900000095,NA,NA,NA,NA,NA,NA,NA,"latest"
"201",1,"Temple University",15,"PA",0.550251859,0.295915702,8.350000381,0.00335812,3.700000048,NA,NA,NA,NA,NA,NA,NA,"latest"
"202",2,"Thomas Jefferson University",16,"PA",0.774285714,0.329798515,7.860000134,NA,3.640000105,NA,NA,NA,NA,NA,NA,NA,"latest"
"203",2,"Brown University",15,"RI",0.540378007,0.170403587,7.269999981,NA,3.279999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"204",1,"University of South Carolina-Columbia",15,"SC",0.556006394,0.195314489,8.430000305,0.001967294,3.25999999,NA,NA,NA,NA,NA,NA,NA,"latest"
"205",1,"South Dakota State University",16,"SD",0.555957495,0.201948206,7.090000153,0.003165272,2.480000019,NA,NA,NA,NA,NA,NA,NA,"latest"
"206",1,"University of Missouri-Columbia",15,"MO",0.543242492,0.200520833,6.239999771,0.001668521,2.869999886,NA,NA,NA,NA,NA,NA,NA,"latest"
"207",2,"Saint Louis University",16,"MO",0.624110672,0.223640857,6.179999828,NA,3.039999962,NA,NA,NA,NA,NA,NA,NA,"latest"
"208",1,"University of Missouri-St Louis",16,"MO",0.609886837,0.377976191,7.570000172,0.011614056,3.619999886,NA,NA,NA,NA,NA,NA,NA,"latest"
"209",1,"The University of Montana",16,"MT",0.554015171,0.302325581,9.840000153,0.006016218,4.179999828,NA,NA,NA,NA,NA,NA,NA,"latest"
"210",2,"Dartmouth College",15,"NH",0.524058577,0.173626374,6.800000191,NA,3.180000067,NA,NA,NA,NA,NA,NA,NA,"latest"
"211",1,"North Carolina State University at Raleigh",15,"NC",0.499918287,0.192916738,7.360000134,0.00212453,3.049999952,NA,NA,NA,NA,NA,NA,NA,"latest"
"212",2,"Duke University",15,"NC",0.546550569,0.134588564,6.349999905,NA,3.019999981,NA,NA,NA,NA,NA,NA,NA,"latest"
"213",1,"Kennesaw State University",16,"GA",0.47412539,0.269377383,NA,0.003325251,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"214",2,"Howard University",16,"DC",0.717757937,0.236393623,10.55000019,NA,4.429999828,NA,NA,NA,NA,NA,NA,NA,"latest"
"215",2,"Georgetown University",15,"DC",0.589970502,0.160645657,6.539999962,NA,3.089999914,NA,NA,NA,NA,NA,NA,NA,"latest"
"216",2,"University of Miami",15,"FL",0.574410163,0.200959233,7.820000172,NA,3.380000114,NA,NA,NA,NA,NA,NA,NA,"latest"
"217",1,"Idaho State University",16,"ID",0.570594775,0.360585723,8.970000267,0.003613118,3.900000095,NA,NA,NA,NA,NA,NA,NA,"latest"
"218",2,"DePaul University",16,"IL",0.550042337,0.302351416,7.139999866,0.006265876,3.539999962,NA,NA,NA,NA,NA,NA,NA,"latest"
"219",2,"University of Chicago",15,"IL",0.519061584,0.202435312,7.239999771,NA,3.349999905,NA,NA,NA,NA,NA,NA,NA,"latest"
"220",1,"University of Illinois at Chicago",15,"IL",0.528450212,0.443977997,8.109999657,0.003493886,3.880000114,NA,NA,NA,NA,NA,NA,NA,"latest"
"221",1,"Ball State University",16,"IN",0.598226656,0.277217595,5.760000229,0.001523968,2.930000067,NA,NA,NA,NA,NA,NA,NA,"latest"
"222",1,"Georgia State University",15,"GA",0.630079449,0.323238139,7.78000021,0.004959263,3.529999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"223",1,"University of Georgia",15,"GA",0.574375821,0.181505908,7.269999981,NA,2.99000001,NA,NA,NA,NA,NA,NA,NA,"latest"
"224",1,"Northern Illinois University",16,"IL",0.534562212,0.383296864,5.800000191,0.004937459,3.529999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"225",1,"Illinois State University",16,"IL",0.562434964,0.296435012,5.019999981,0.003772112,3.200000048,NA,NA,NA,NA,NA,NA,NA,"latest"
"226",2,"University of Notre Dame",15,"IN",0.460440214,0.1023766,5.760000229,NA,2.920000076,NA,NA,NA,NA,NA,NA,NA,"latest"
"227",1,"Iowa State University",15,"IA",0.462423697,0.199184015,5.449999809,0.001801261,2.640000105,NA,NA,NA,NA,NA,NA,NA,"latest"
"228",1,"University of California-San Diego",15,"CA",0.519856077,0.395708283,8.680000305,0.002665245,3.650000095,NA,NA,NA,NA,NA,NA,NA,"latest"
"229",1,"San Diego State University",16,"CA",0.584202042,0.411946193,9.479999542,0.004406233,3.930000067,NA,NA,NA,NA,NA,NA,NA,"latest"
"230",2,"University of San Diego",16,"CA",0.57300885,0.248623131,6.599999905,NA,3.25999999,NA,NA,NA,NA,NA,NA,NA,"latest"
"231",2,"University of Denver",16,"CO",0.602179837,0.190306486,5.28000021,NA,2.75999999,NA,NA,NA,NA,NA,NA,NA,"latest"
"232",1,"University of Florida",15,"FL",0.593790288,0.307665825,8.729999542,0.002041255,3.269999981,NA,NA,NA,NA,NA,NA,NA,"latest"
"233",2,"Loyola University Chicago",16,"IL",0.685300668,0.27686747,6.300000191,0.003563474,3.230000019,NA,NA,NA,NA,NA,NA,NA,"latest"
"234",1,"University of New Orleans",16,"LA",0.578884935,0.406360424,14,NA,4.050000191,NA,NA,NA,NA,NA,NA,NA,"latest"
"235",1,"University of Minnesota-Twin Cities",15,"MN",0.559390667,0.186560199,5.320000172,0.001156961,2.779999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"236",1,"Western Michigan University",16,"MI",0.5443729,0.293124066,5.599999905,0.004479283,3.220000029,NA,NA,NA,NA,NA,NA,NA,"latest"
"237",1,"University of Massachusetts-Lowell",16,"MA",0.434395849,0.317661488,6.539999962,0.007042254,2.779999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"238",1,"University of Michigan-Ann Arbor",15,"MI",0.534934841,0.205721846,5.889999866,0.001727116,3.079999924,NA,NA,NA,NA,NA,NA,NA,"latest"
"239",1,"Michigan State University",15,"MI",0.553479011,0.209521896,6.099999905,0.001150086,3.180000067,NA,NA,NA,NA,NA,NA,NA,"latest"
"240",1,"Jackson State University",16,"MS",0.646478122,0.319721718,19.13999939,NA,5.329999924,NA,NA,NA,NA,NA,NA,NA,"latest"
"241",1,"Mississippi State University",15,"MS",0.539530843,0.248577142,14.92000008,0.00173762,4.300000191,NA,NA,NA,NA,NA,NA,NA,"latest"
"242",1,"University of Nevada-Reno",15,"NV",0.56378249,0.384629803,6.380000114,0.003077975,3.589999914,NA,NA,NA,NA,NA,NA,NA,"latest"
"243",2,"University of Rochester",15,"NY",0.549099361,0.186765615,6.260000229,NA,3.230000019,NA,NA,NA,NA,NA,NA,NA,"latest"
"244",2,"New York University",15,"NY",0.611389237,0.214884345,7.400000095,0.001720901,3.289999962,NA,NA,NA,NA,NA,NA,NA,"latest"
"245",2,"Syracuse University",15,"NY",0.554777502,0.188679245,7.550000191,0.002484753,3.349999905,NA,NA,NA,NA,NA,NA,NA,"latest"
"246",1,"SUNY at Albany",15,"NY",0.52879257,0.300894266,8.100000381,0.001702786,3.650000095,NA,NA,NA,NA,NA,NA,NA,"latest"
"247",1,"SUNY College of Environmental Science and Forestry",16,"NY",0.46978022,0.204255319,7.380000114,NA,3.539999962,NA,NA,NA,NA,NA,NA,NA,"latest"
"248",1,"University of North Carolina at Chapel Hill",15,"NC",0.619639794,0.199371352,7.010000229,NA,2.970000029,NA,NA,NA,NA,NA,NA,NA,"latest"
"249",1,"University of North Carolina at Charlotte",16,"NC",0.52230815,0.284007255,6.769999981,0.002280389,3.130000114,NA,NA,NA,NA,NA,NA,NA,"latest"
"250",1,"Arizona State University-Downtown Phoenix",16,"AZ",0.556830661,0.381317921,NA,0.006534153,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"251",1,"University of Akron Main Campus",16,"OH",0.501433056,0.363649786,8.119999886,0.00450389,3.25999999,NA,NA,NA,NA,NA,NA,NA,"latest"
"252",1,"University of North Dakota",16,"ND",0.477076238,0.191217343,7.340000153,0.002881844,3.130000114,NA,NA,NA,NA,NA,NA,NA,"latest"
"253",1,"Texas A & M University-College Station",15,"TX",0.511677788,0.299507473,9.359999657,0.002462663,3.349999905,NA,NA,NA,NA,NA,NA,NA,"latest"
"254",1,"The University of Texas at El Paso",15,"TX",0.551145361,0.406363979,19.01000023,0.005594849,5.019999981,NA,NA,NA,NA,NA,NA,NA,"latest"
"255",1,"Texas Southern University",16,"TX",0.591349258,0.387950592,15.22999954,0.0058102,5.039999962,NA,NA,NA,NA,NA,NA,NA,"latest"
"256",1,"Virginia Commonwealth University",15,"VA",0.624378397,0.276033881,6.539999962,0.002081647,2.779999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"257",1,"University of Virginia-Main Campus",15,"VA",0.545454546,0.158002039,5.639999866,NA,2.529999971,NA,NA,NA,NA,NA,NA,NA,"latest"
"258",1,"University of Wisconsin-Milwaukee",15,"WI",0.56415828,0.33047751,6.309999943,0.006861848,3.220000029,NA,NA,NA,NA,NA,NA,NA,"latest"
"259",1,"Purdue University-Main Campus",15,"IN",0.47320725,0.185381069,5.239999771,0.002364066,2.869999886,NA,NA,NA,NA,NA,NA,NA,"latest"
"260",1,"University of Arizona",15,"AZ",0.562853907,0.314072957,9.289999962,0.003136162,3.269999981,NA,NA,NA,NA,NA,NA,NA,"latest"
"261",1,"Northern Arizona University",16,"AZ",0.63858145,0.386862576,10.52999973,0.00537802,3.930000067,NA,NA,NA,NA,NA,NA,NA,"latest"
"262",1,"University of California-Irvine",15,"CA",0.566089737,0.439811172,8.710000038,0.001322897,3.74000001,NA,NA,NA,NA,NA,NA,NA,"latest"
"263",2,"Loyola Marymount University",16,"CA",0.599121362,0.22403734,8.600000381,NA,3.75,NA,NA,NA,NA,NA,NA,NA,"latest"
"264",2,"University of Dayton",16,"OH",0.519816437,0.102412188,4.710000038,NA,2.519999981,NA,NA,NA,NA,NA,NA,NA,"latest"
"265",1,"University of Alabama in Huntsville",16,"AL",0.476349937,0.310132159,9.369999886,NA,3.640000105,NA,NA,NA,NA,NA,NA,NA,"latest"
"266",1,"University of Alabama at Birmingham",15,"AL",0.63909074,0.341223671,10.90999985,0.003167505,3.450000048,NA,NA,NA,NA,NA,NA,NA,"latest"
"267",1,"Indiana University-Purdue University-Indianapolis",16,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"268",1,"University of Kansas",15,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"269",2,"Boston College",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"270",1,"Oakland University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"271",1,"University of Mississippi",15,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"272",1,"Missouri University of Science and Technology",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"273",2,"Washington University in St Louis",15,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"274",1,"Montana State University",15,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"275",1,"University of Nebraska at Omaha",16,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"276",1,"University of Nevada-Las Vegas",15,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"277",1,"University of Colorado Boulder",15,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"278",2,"University of Southern California",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"279",2,"Yale University",15,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"280",1,"Delaware State University",16,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"281",1,"Florida International University",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"282",1,"Florida State University",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"283",1,"University of South Florida-Main Campus",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"284",1,"University of Hawaii at Manoa",15,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"285",2,"Mercer University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"286",1,"Georgia Southern University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"287",1,"Oregon State University",15,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"288",1,"University of Memphis",16,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"289",2,"Baylor University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"290",1,"Texas A & M University-Kingsville",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"291",1,"The University of Texas at Austin",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"292",1,"Texas Tech University",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"293",2,"California Institute of Technology",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"294",1,"University of California-Santa Cruz",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"295",2,"Florida Institute of Technology",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"296",2,"Clark Atlanta University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"297",2,"Northwestern University",15,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"298",1,"University of Illinois at Urbana-Champaign",15,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"299",1,"Indiana University-Bloomington",15,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"300",1,"Louisiana State University and Agricultural & Mechanical College",15,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"301",1,"Louisiana Tech University",16,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"302",2,"Hampton University",16,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"303",1,"University of Washington-Seattle Campus",15,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"304",1,"Marshall University",16,"WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"305",1,"West Virginia University",15,"WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"306",1,"The University of Alabama",15,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"307",1,"University of Alaska Fairbanks",16,"AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"308",1,"University of South Alabama",16,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"309",1,"University of Arkansas",15,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"310",1,"University of California-Riverside",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"311",2,"Claremont Graduate University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"312",1,"University of California-Davis",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"313",1,"Clemson University",15,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"314",1,"East Tennessee State University",16,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"315",1,"Tennessee State University",16,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"316",2,"Texas Christian University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"317",1,"The University of Texas Rio Grande Valley",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"318",2,"Brigham Young University-Provo",16,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"319",2,"Marquette University",16,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"320",2,"University of New England",16,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"321",2,"Clark University",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"322",2,"Harvard University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"323",2,"Worcester Polytechnic Institute",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"324",1,"University of Massachusetts-Dartmouth",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"325",2,"The New School",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"326",1,"Stony Brook University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"327",2,"Wake Forest University",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"328",1,"University of Cincinnati-Main Campus",15,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"329",1,"University of California-Merced",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"330",2,"Clarkson University",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"331",1,"CUNY City College",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"332",2,"Fordham University",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"333",2,"Rensselaer Polytechnic Institute",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"334",1,"East Carolina University",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"335",2,"Case Western Reserve University",15,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"336",1,"North Dakota State University-Main Campus",16,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"337",1,"Wayne State University",15,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"338",1,"University of Nebraska-Lincoln",15,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"339",1,"University of New Hampshire-Main Campus",15,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"340",1,"Arizona State University-Tempe",15,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"341",2,"Princeton University",15,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"342",1,"Rutgers University-Camden",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"343",2,"Seton Hall University",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"344",2,"Stevens Institute of Technology",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"345",1,"Oklahoma State University-Main Campus",15,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"346",2,"University of Pennsylvania",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"347",1,"Utah State University",16,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"348",1,"Old Dominion University",16,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"349",1,"North Carolina A & T State University",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"350",1,"Air Force Institute of Technology-Graduate School of Engineering & Management",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"351",1,"Bowling Green State University-Main Campus",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"352",1,"Kent State University at Kent",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"353",2,"Azusa Pacific University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"354",2,"Chapman University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"355",1,"University of California-Berkeley",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"356",1,"University of California-Los Angeles",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"357",1,"University of Colorado Denver/Anschutz Medical Campus",15,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"358",1,"University of Kentucky",15,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"359",1,"Michigan Technological University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"360",1,"New Jersey Institute of Technology",15,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"361",1,"University of New Mexico-Main Campus",15,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"362",2,"Nova Southeastern University",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"363",1,"University of Idaho",16,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"364",1,"Wichita State University",16,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"365",2,"Tulane University of Louisiana",15,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"366",1,"University of Louisiana at Lafayette",16,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"367",1,"University of Maryland-Baltimore County",16,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"368",1,"University of Maryland Eastern Shore",16,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"369",2,"Johns Hopkins University",15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"370",2,"Illinois Institute of Technology",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"371",1,"Southern Illinois University-Carbondale",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"372",1,"University of Iowa",15,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"373",2,"Emory University",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"374",1,"Georgia Institute of Technology-Main Campus",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"375",1,"Boise State University",16,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"376",1,"University of Massachusetts-Boston",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"377",2,"Boston University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"378",2,"Brandeis University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"379",1,"Central Michigan University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"380",1,"Eastern Michigan University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
"381",2,"Tufts University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018"
