"","control","instnm","ccbasic","stabbr","female","first_gen","poverty_rate","veteran","unemp_rate","ug_whitenh","ug_aianold","ug_api","ug_blacknh","ug_hispold","ug_nra","ug_unkn","year"
"603",1,"Wayne State University",15,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"604",1,"University of Nebraska-Lincoln",15,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"605",1,"University of New Hampshire-Main Campus",15,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"606",1,"Arizona State University-Tempe",15,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"607",2,"Princeton University",15,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"608",1,"Rutgers University-Camden",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"609",2,"Seton Hall University",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"610",2,"Stevens Institute of Technology",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"611",1,"Oklahoma State University-Main Campus",15,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"612",2,"University of Pennsylvania",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"613",1,"Utah State University",16,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"614",1,"Old Dominion University",16,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"615",1,"North Carolina A & T State University",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"616",1,"Air Force Institute of Technology-Graduate School of Engineering & Management",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"617",1,"Bowling Green State University-Main Campus",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"618",1,"Kent State University at Kent",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"619",2,"Azusa Pacific University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"620",2,"Chapman University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"621",1,"University of California-Berkeley",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"622",1,"University of California-Los Angeles",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"623",1,"University of Colorado Denver/Anschutz Medical Campus",15,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"624",1,"University of Kentucky",15,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"625",1,"Michigan Technological University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"626",1,"New Jersey Institute of Technology",15,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"627",1,"University of New Mexico-Main Campus",15,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"628",2,"Nova Southeastern University",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"629",1,"University of Idaho",16,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"630",1,"Wichita State University",16,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"631",2,"Tulane University of Louisiana",15,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"632",1,"University of Louisiana at Lafayette",16,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"633",1,"University of Maryland-Baltimore County",16,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"634",1,"University of Maryland Eastern Shore",16,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"635",2,"Johns Hopkins University",15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"636",2,"Illinois Institute of Technology",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"637",1,"Southern Illinois University-Carbondale",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"638",1,"University of Iowa",15,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"639",2,"Emory University",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"640",1,"Georgia Institute of Technology-Main Campus",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"641",1,"Boise State University",16,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"642",1,"University of Massachusetts-Boston",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"643",2,"Boston University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"644",2,"Brandeis University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"645",1,"Central Michigan University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"646",1,"Eastern Michigan University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"647",2,"Tufts University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"648",2,"Northeastern University",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"649",1,"Auburn University",15,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"650",1,"Arkansas State University-Main Campus",16,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"651",1,"University of Arkansas at Little Rock",16,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"652",1,"University of California-Santa Barbara",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"653",1,"Colorado School of Mines",16,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"654",1,"Colorado State University-Fort Collins",15,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"655",1,"Arizona State University-Skysong",16,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"656",2,"University of Tulsa",16,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"657",2,"Villanova University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"658",1,"Texas A & M University-Corpus Christi",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"659",1,"University of Houston",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"660",2,"Rice University",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"661",1,"The University of Texas at Dallas",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"662",1,"The University of Texas at San Antonio",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"663",1,"University of Vermont",16,"VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"664",1,"University of Southern Mississippi",15,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"665",1,"University of Missouri-Kansas City",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"666",1,"Rowan University",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"667",2,"Cornell University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"668",2,"Yeshiva University",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"669",2,"Teachers College at Columbia University",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"670",1,"University at Buffalo",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"671",1,"University of North Carolina Wilmington",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"672",1,"University of North Carolina at Greensboro",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"673",1,"Miami University-Oxford",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"674",1,"Cleveland State University",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"675",1,"University of Toledo",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"676",1,"Ohio University-Main Campus",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"677",1,"Wright State University-Main Campus",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"678",1,"University of Oregon",15,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"679",1,"Portland State University",16,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"680",2,"Drexel University",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"681",1,"Pennsylvania State University-Main Campus",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"682",1,"Tennessee Technological University",16,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"683",1,"University of Wyoming",16,"WY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"684",1,"University of Wisconsin-Madison",15,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"685",1,"University of Puerto Rico-Rio Piedras",16,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"686",3,"Ponce Health Sciences University",16,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"687",2,"Stanford University",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"688",1,"William & Mary",16,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"689",1,"University of Utah",15,"UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"690",1,"Virginia Polytechnic Institute and State University",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"691",1,"University of Rhode Island",16,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"692",1,"University of South Dakota",16,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"693",1,"University of Oklahoma-Norman Campus",15,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"694",2,"Carnegie Mellon University",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"695",2,"Duquesne University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"696",2,"Lehigh University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"697",1,"The University of Tennessee-Knoxville",15,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"698",1,"Rutgers University-Newark",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"699",1,"New Mexico State University-Main Campus",16,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"700",2,"Columbia University in the City of New York",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"701",2,"Rochester Institute of Technology",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"702",2,"Rockefeller University",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"703",1,"Binghamton University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"704",2,"Vanderbilt University",15,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"705",2,"Southern Methodist University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"706",1,"The University of Texas at Arlington",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"707",1,"Texas State University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"708",1,"University of North Texas",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"709",1,"George Mason University",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"710",1,"Washington State University",15,"WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"711",1,"Kansas State University",15,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"712",1,"University of Louisville",15,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"713",1,"University of Maine",16,"ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"714",1,"University of Maryland-College Park",15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"715",1,"Morgan State University",16,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"716",1,"University of Massachusetts-Amherst",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"717",2,"Massachusetts Institute of Technology",15,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"718",1,"Ohio State University-Main Campus",15,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"719",1,"University of Pittsburgh-Pittsburgh Campus",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"720",1,"University of Colorado Colorado Springs",16,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"721",1,"University of Connecticut",15,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"722",1,"University of Central Florida",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"723",1,"Florida Agricultural and Mechanical University",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"724",1,"Florida Atlantic University",16,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"725",1,"University of Delaware",15,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"726",2,"American University",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"727",2,"The Catholic University of America",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"728",2,"Gallaudet University",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"729",2,"George Washington University",15,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"730",1,"Montclair State University",16,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"731",1,"Rutgers University-New Brunswick",15,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"732",1,"CUNY Graduate School and University Center",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"733",1,"Temple University",15,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"734",2,"Thomas Jefferson University",16,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"735",2,"Brown University",15,"RI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"736",1,"University of South Carolina-Columbia",15,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"737",1,"South Dakota State University",16,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"738",1,"University of Missouri-Columbia",15,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"739",2,"Saint Louis University",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"740",1,"University of Missouri-St Louis",16,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"741",1,"The University of Montana",16,"MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"742",2,"Dartmouth College",15,"NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"743",1,"North Carolina State University at Raleigh",15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"744",2,"Duke University",15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"745",1,"Kennesaw State University",16,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"746",2,"Howard University",16,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"747",2,"Georgetown University",15,"DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"748",2,"University of Miami",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"749",1,"Idaho State University",16,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"750",2,"DePaul University",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"751",2,"University of Chicago",15,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"752",1,"University of Illinois at Chicago",15,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"753",1,"Ball State University",16,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"754",1,"Georgia State University",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"755",1,"University of Georgia",15,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"756",1,"Northern Illinois University",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"757",1,"Illinois State University",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"758",2,"University of Notre Dame",15,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"759",1,"Iowa State University",15,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"760",1,"University of California-San Diego",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"761",1,"San Diego State University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"762",2,"University of San Diego",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"763",2,"University of Denver",16,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"764",1,"University of Florida",15,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"765",2,"Loyola University Chicago",16,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"766",1,"University of New Orleans",16,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"767",1,"University of Minnesota-Twin Cities",15,"MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"768",1,"Western Michigan University",16,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"769",1,"University of Massachusetts-Lowell",16,"MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"770",1,"University of Michigan-Ann Arbor",15,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"771",1,"Michigan State University",15,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"772",1,"Jackson State University",16,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"773",1,"Mississippi State University",15,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"774",1,"University of Nevada-Reno",15,"NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"775",2,"University of Rochester",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"776",2,"New York University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"777",2,"Syracuse University",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"778",1,"SUNY at Albany",15,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"779",1,"SUNY College of Environmental Science and Forestry",16,"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"780",1,"University of North Carolina at Chapel Hill",15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"781",1,"University of North Carolina at Charlotte",16,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"782",1,"Arizona State University-Downtown Phoenix",16,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"783",1,"University of Akron Main Campus",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"784",1,"University of North Dakota",16,"ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"785",1,"Texas A & M University-College Station",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"786",1,"The University of Texas at El Paso",15,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"787",1,"Texas Southern University",16,"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"788",1,"Virginia Commonwealth University",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"789",1,"University of Virginia-Main Campus",15,"VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"790",1,"University of Wisconsin-Milwaukee",15,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"791",1,"Purdue University-Main Campus",15,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"792",1,"University of Arizona",15,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"793",1,"Northern Arizona University",16,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"794",1,"University of California-Irvine",15,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"795",2,"Loyola Marymount University",16,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"796",2,"University of Dayton",16,"OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"797",1,"University of Alabama in Huntsville",16,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"798",1,"University of Alabama at Birmingham",15,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017"
"799",1,"Indiana University-Purdue University-Indianapolis",16,"IN",0.609940853,0.3508614903,NA,0.0039431358,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"800",1,"University of Kansas",15,"KS",0.547597184,0.2222402072,NA,0.004285277,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"801",2,"Boston College",15,"MA",0.5189448441,0.1318956871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"802",1,"Oakland University",16,"MI",0.6078042328,0.3242526092,NA,0.0023148148,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"803",1,"University of Mississippi",15,"MS",0.608056266,0.2350269179,NA,0.001758312,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"804",1,"Missouri University of Science and Technology",16,"MO",0.2413201886,0.2249212776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"805",2,"Washington University in St Louis",15,"MO",0.5342465753,0.114071607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"806",1,"Montana State University",15,"MT",0.4928072339,0.2331828928,NA,0.0049321825,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"807",1,"University of Nebraska at Omaha",16,"NE",0.5608272506,0.3478655767,NA,0.0030413625,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"808",1,"University of Nevada-Las Vegas",15,"NV",0.5966262878,0.4234979633,NA,0.0052077437,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"809",1,"University of Colorado Boulder",15,"CO",0.4815162907,0.2035731847,NA,0.0034461153,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"810",2,"University of Southern California",15,"CA",0.5540647198,0.2471783296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"811",2,"Yale University",15,"CT",0.5006839945,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"812",1,"Delaware State University",16,"DE",0.6654223052,0.3550453817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"813",1,"Florida International University",15,"FL",0.6069360848,0.4140373893,NA,0.0045285182,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"814",1,"Florida State University",15,"FL",0.5844654153,0.2763640404,NA,0.0020740433,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"815",1,"University of South Florida-Main Campus",15,"FL",0.605735746,0.3575418994,NA,0.0046432229,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"816",1,"University of Hawaii at Manoa",15,"HI",0.5987996307,0.3384306844,NA,0.0039242844,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"817",2,"Mercer University",16,"GA",0.6638943249,0.2819956616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"818",1,"Georgia Southern University",16,"GA",0.5293563156,0.2510034404,NA,0.002423916,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
"819",1,"Oregon State University",15,"OR",0.5083557321,0.31369606,NA,0.0045576721,NA,NA,NA,NA,NA,NA,NA,NA,"2016"
