"","control","university","r_status","state","female","first_gen","poverty_rate","veteran","unemp_rate","white","black","hispanic","asian","indigenous","nhpi","nra","unknown","year"
"429",1,"Binghamton University","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5728,0.0515,0.1145,0.1447,7e-04,4e-04,0.0756,0.0149,"2018"
"430",2,"Vanderbilt University","R1","TN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4537,0.108,0.0997,0.1392,0.0045,0.0034,0.0876,0.0478,"2018"
"431",2,"Southern Methodist University","R2","TX",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.643,0.0456,0.1162,0.0684,0.0026,8e-04,0.0808,0,"2018"
"432",1,"The University of Texas at Arlington","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3488,0.1462,0.2867,0.1155,0.0025,0.0014,0.0421,0.0211,"2018"
"433",1,"Texas State University","R2","TX",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4442,0.0987,0.3847,0.0245,0.0026,0.0014,0.0054,0.0023,"2018"
"434",1,"University of North Texas","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4367,0.1334,0.2565,0.0642,0.003,7e-04,0.0459,0.0083,"2018"
"435",1,"George Mason University","R1","VA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3944,0.1129,0.1511,0.2023,0.001,0.0025,0.0538,0.032,"2018"
"436",1,"Washington State University","R1","WA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6081,0.0322,0.1528,0.0606,0.0063,0.0049,0.042,0.0258,"2018"
"437",1,"Kansas State University","R1","KS",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7803,0.0321,0.0752,0.0168,0.0042,0.0011,0.0425,0.0109,"2018"
"438",1,"University of Louisville","R1","KY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7178,0.1157,0.0531,0.0402,0.0012,3e-04,0.0126,8e-04,"2018"
"439",1,"University of Maine","R2","ME",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.8445,0.0196,0.0411,0.0148,0.008,2e-04,0.0192,0.02,"2018"
"440",1,"University of Maryland-College Park","R1","MD",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4965,0.1164,0.0961,0.1747,0.0011,6e-04,0.0475,0.0229,"2018"
"441",1,"Morgan State University","R2","MD",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0175,0.7981,0.0336,0.0075,0.0016,5e-04,0.0929,0.0136,"2018"
"442",1,"University of Massachusetts-Amherst","R1","MA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6193,0.0456,0.0694,0.1024,0.0012,6e-04,0.0695,0.0622,"2018"
"443",2,"Massachusetts Institute of Technology","R1","MA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3167,0.0615,0.1523,0.2787,0.0013,4e-04,0.1004,0.016,"2018"
"444",1,"Ohio State University-Main Campus","R1","OH",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6684,0.0622,0.0435,0.0703,0.001,5e-04,0.0862,0.0311,"2018"
"445",1,"University of Pittsburgh-Pittsburgh Campus","R1","PA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7004,0.0503,0.0418,0.1047,6e-04,4e-04,0.0477,0.0105,"2018"
"446",1,"University of Colorado Colorado Springs","R2","CO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6324,0.0402,0.1847,0.0341,0.0033,0.0022,0.0084,0.0149,"2018"
"447",1,"University of Connecticut","R1","CT",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5647,0.0618,0.1104,0.1106,0.0014,6e-04,0.0926,0.0272,"2018"
"448",1,"University of Central Florida","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4757,0.1115,0.2762,0.0628,0.0016,0.0017,0.0228,0.0079,"2018"
"449",1,"Florida Agricultural and Mechanical University","R2","FL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.032,0.8837,0.0362,0.0051,1e-04,0,0.0051,0,"2018"
"450",1,"Florida Atlantic University","R2","FL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.404,0.1985,0.276,0.0405,0.0016,0.0012,0.0315,0.0091,"2018"
"451",1,"University of Delaware","R1","DE",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7081,0.0565,0.0827,0.0519,0.0013,7e-04,0.0503,0.0164,"2018"
"452",2,"American University","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5609,0.0717,0.1332,0.0697,0.0011,8e-04,0.0856,0.0326,"2018"
"453",2,"The Catholic University of America","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.65,0.0443,0.1375,0.0401,0.0018,6e-04,0.0559,0.0219,"2018"
"454",2,"Gallaudet University","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5072,0.1565,0.1241,0.0432,0.0072,0.0054,0.0414,0.0782,"2018"
"455",2,"George Washington University","R1","DC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5072,0.0714,0.1034,0.1081,7e-04,0.0011,0.1074,0.0621,"2018"
"456",1,"Montclair State University","R2","NJ",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4044,0.1348,0.2941,0.0625,0.0011,0.0023,0.0137,0.0591,"2018"
"457",1,"Rutgers University-New Brunswick","R1","NJ",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3763,0.0694,0.1315,0.2759,4e-04,0.0023,0.0901,0.0176,"2018"
"458",1,"CUNY Graduate School and University Center","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.22,0.2893,0.3135,0.1183,0.0024,0.0048,0.0228,0,"2018"
"459",1,"Temple University","R1","PA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5561,0.1275,0.0739,0.1192,0.0011,9e-04,0.0594,0.0271,"2018"
"460",2,"Thomas Jefferson University","R2","PA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5554,0.1502,0.081,0.0778,0.0031,0.0017,0.0252,0.0724,"2018"
"461",2,"Brown University","R1","RI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4295,0.0644,0.1146,0.1545,0.0036,0.0015,0.1112,0.0586,"2018"
"462",1,"University of South Carolina-Columbia","R1","SC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7627,0.0868,0.0461,0.0311,0.0017,0.0011,0.0239,0.0086,"2018"
"463",1,"South Dakota State University","R2","SD",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.8691,0.0192,0.0253,0.0101,0.0085,5e-04,0.0408,0.0035,"2018"
"464",1,"University of Missouri-Columbia","R1","MO",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7784,0.0765,0.0445,0.0254,0.0024,5e-04,0.03,0.0073,"2018"
"465",2,"Saint Louis University","R2","MO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.678,0.0559,0.0596,0.1081,0.0013,1e-04,0.0522,0.0101,"2018"
"466",1,"University of Missouri-St Louis","R2","MO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.642,0.1676,0.0335,0.05,0.0024,0.001,0.0308,0.0383,"2018"
"467",1,"The University of Montana","R2","MT",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7701,0.0104,0.0483,0.0135,0.0301,0.0024,0.01,0.0716,"2018"
"468",2,"Dartmouth College","R1","NH",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5067,0.0603,0.0995,0.1535,0.0172,0.003,0.0935,0.013,"2018"
"469",1,"North Carolina State University at Raleigh","R1","NC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6907,0.0557,0.0571,0.0736,0.0039,6e-04,0.0359,0.044,"2018"
"470",2,"Duke University","R1","NC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4247,0.1014,0.0946,0.2204,0.0071,0.0017,0.0964,0.0373,"2018"
"471",1,"Kennesaw State University","R2","GA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5495,0.2142,0.1015,0.0486,0.0016,0.001,0.0174,0.0197,"2018"
"472",2,"Howard University","R2","DC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0222,0.8863,0.0092,0.0141,0.0013,0.0052,0.0616,0,"2018"
"473",2,"Georgetown University","R1","DC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5201,0.0674,0.1027,0.0987,1e-04,4e-04,0.1398,0.023,"2018"
"474",2,"University of Miami","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4214,0.0844,0.2233,0.0494,0.0014,4e-04,0.15,0.0394,"2018"
"475",1,"Idaho State University","R2","ID",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.719,0.0128,0.1329,0.0138,0.0158,0.0032,0.0514,0.0205,"2018"
"476",2,"DePaul University","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5244,0.0786,0.1869,0.0984,0.0018,0.0015,0.0318,0.0282,"2018"
"477",2,"University of Chicago","R1","IL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.393,0.0518,0.1368,0.1918,0.0011,2e-04,0.1397,0.0211,"2018"
"478",1,"University of Illinois at Chicago","R1","IL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.2832,0.0791,0.3403,0.212,4e-04,6e-04,0.0499,0.0039,"2018"
"479",1,"Ball State University","R2","IN",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7887,0.0842,0.0536,0.0119,1e-04,0.0012,0.0125,0.0115,"2018"
"480",1,"Georgia State University","R1","GA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.2272,0.4152,0.1158,0.1417,9e-04,5e-04,0.0268,0.0081,"2018"
"481",1,"University of Georgia","R1","GA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6901,0.077,0.0632,0.1037,8e-04,7e-04,0.0147,0.0096,"2018"
"482",1,"Northern Illinois University","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5253,0.1653,0.19,0.0559,0.0011,9e-04,0.0212,0.0027,"2018"
"483",1,"Illinois State University","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7313,0.0931,0.1106,0.0211,0.0011,0.001,0.0071,0.0029,"2018"
"484",2,"University of Notre Dame","R1","IN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6844,0.0378,0.1082,0.0476,0.0022,5e-04,0.0631,0.0058,"2018"
"485",1,"Iowa State University","R1","IA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7492,0.0267,0.059,0.0346,0.0019,6e-04,0.058,0.0456,"2018"
"486",1,"University of California-San Diego","R1","CA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.194,0.0161,0.2012,0.3385,9e-04,0.0029,0.1845,0.0156,"2018"
"487",1,"San Diego State University","R2","CA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.3367,0.04,0.3151,0.1347,0.0035,0.0023,0.0647,0.0374,"2018"
"488",2,"University of San Diego","R2","CA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5047,0.0356,0.2038,0.071,0.0031,0.0035,0.0908,0.0248,"2018"
"489",2,"University of Denver","R2","CO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6811,0.0186,0.1136,0.0416,0.0028,0.001,0.0739,0.0199,"2018"
"490",1,"University of Florida","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5323,0.0635,0.2211,0.0857,0.0018,0.004,0.0215,0.0319,"2018"
"491",2,"Loyola University Chicago","R2","IL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5479,0.0546,0.1648,0.1254,0.0014,0.0026,0.0474,0.0142,"2018"
"492",1,"University of New Orleans","R2","LA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4957,0.179,0.1383,0.0887,0.0022,7e-04,0.035,0.0098,"2018"
"493",1,"University of Minnesota-Twin Cities","R1","MN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6667,0.05,0.0436,0.0998,0.0025,8e-04,0.0833,0.0124,"2018"
"494",1,"Western Michigan University","R2","MI",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6885,0.1156,0.0711,0.0209,0.0049,0.001,0.0521,0.0099,"2018"
"495",1,"University of Massachusetts-Lowell","R2","MA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5986,0.0637,0.1177,0.1146,9e-04,5e-04,0.0357,0.0372,"2018"
"496",1,"University of Michigan-Ann Arbor","R1","MI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5853,0.0427,0.0633,0.1468,0.0012,5e-04,0.07,0.046,"2018"
"497",1,"Michigan State University","R1","MI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6805,0.0747,0.048,0.0566,0.0018,8e-04,0.0986,0.0066,"2018"
"498",1,"Jackson State University","R2","MS",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0326,0.9197,0.0085,0.0021,0.0026,0,0.0189,0,"2018"
"499",1,"Mississippi State University","R1","MS",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7227,0.1906,0.0289,0.0147,0.0057,8e-04,0.0131,0.0042,"2018"
"500",1,"University of Nevada-Reno","R1","NV",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5683,0.0324,0.2114,0.0817,0.007,0.0059,0.0083,0.0142,"2018"
"501",2,"University of Rochester","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.422,0.0491,0.071,0.1118,0.0011,6e-04,0.2672,0.049,"2018"
"502",2,"New York University","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.2805,0.0716,0.1508,0.1889,0.0016,0.0016,0.2048,0.0557,"2018"
"503",2,"Syracuse University","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5672,0.0653,0.0928,0.0697,0.0054,6e-04,0.1356,0.0299,"2018"
"504",1,"SUNY at Albany","R1","NY",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4368,0.1918,0.1755,0.0821,0.0016,0.0011,0.0535,0.0251,"2018"
"505",1,"SUNY College of Environmental Science and Forestry","R2","NY",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7823,0.0148,0.0616,0.0357,0.0022,0.0011,0.0341,0.0429,"2018"
"506",1,"University of North Carolina at Chapel Hill","R1","NC",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6017,0.078,0.0821,0.1102,0.0051,7e-04,0.0346,0.0403,"2018"
"507",1,"University of North Carolina at Charlotte","R2","NC",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5699,0.1615,0.1005,0.0731,0.0031,0.0011,0.0248,0.0193,"2018"
"508",1,"Arizona State University-Downtown Phoenix","R2","AZ",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4725,0.0585,0.3216,0.0568,0.0206,0.0021,0.0176,0.0031,"2018"
"509",1,"University of Akron Main Campus","R2","OH",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7497,0.1068,0.0295,0.0278,0.0018,2e-04,0.0219,0.0177,"2018"
"510",1,"University of North Dakota","R2","ND",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.8086,0.0229,0.0388,0.0178,0.0121,7e-04,0.048,0.014,"2018"
"511",1,"Texas A & M University-College Station","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6056,0.0284,0.241,0.0769,0.0022,9e-04,0.0119,0.0015,"2018"
"512",1,"The University of Texas at El Paso","R1","TX",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.0573,0.0231,0.8367,0.0083,0.0012,0.0014,0.0579,0.0052,"2018"
"513",1,"Texas Southern University","R2","TX",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0147,0.8122,0.0648,0.016,0.0108,7e-04,0.0706,0,"2018"
"514",1,"Virginia Commonwealth University","R1","VA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4475,0.1965,0.1016,0.1376,0.0017,0.0011,0.0291,0.0157,"2018"
"515",1,"University of Virginia-Main Campus","R1","VA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.571,0.068,0.0649,0.145,0.0012,0.001,0.0426,0.0597,"2018"
"516",1,"University of Wisconsin-Milwaukee","R1","WI",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6741,0.0691,0.1155,0.0623,0.0034,9e-04,0.0315,0.0019,"2018"
"517",1,"Purdue University-Main Campus","R1","IN",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6388,0.0287,0.0515,0.0853,0.0011,7e-04,0.1389,0.02,"2018"
"518",1,"University of Arizona","R1","AZ",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5009,0.0394,0.2689,0.0526,0.0121,0.0023,0.0653,0.0116,"2018"
"519",1,"Northern Arizona University","R2","AZ",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.5583,0.0331,0.2475,0.0202,0.0249,0.0024,0.045,0.0122,"2018"
"520",1,"University of California-Irvine","R1","CA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.1341,0.0206,0.2604,0.3582,8e-04,0.003,0.1699,0.0115,"2018"
"521",2,"Loyola Marymount University","R2","CA",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.4379,0.0705,0.2182,0.0956,5e-04,0.0021,0.1028,0,"2018"
"522",2,"University of Dayton","R2","OH",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7898,0.0269,0.0638,0.0141,7e-04,5e-04,0.0518,0.0059,"2018"
"523",1,"University of Alabama in Huntsville","R2","AL",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.7167,0.0969,0.0528,0.0381,0.0095,8e-04,0.0223,0.0333,"2018"
"524",1,"University of Alabama at Birmingham","R1","AL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5717,0.2553,0.0334,0.0633,0.0034,2e-04,0.0213,0.0058,"2018"
"525",1,"Indiana University-Purdue University-Indianapolis","R2","IN",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6956,0.0939,0.0748,0.0434,0.001,7e-04,0.0416,0.0055,"2017"
"526",1,"University of Kansas","R1","KS",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7121,0.0426,0.0798,0.0477,0.0034,6e-04,0.0566,0.0058,"2017"
"527",2,"Boston College","R1","MA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6107,0.0395,0.1044,0.0962,2e-04,2e-04,0.0689,0.0474,"2017"
"528",1,"Oakland University","R2","MI",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.752,0.0713,0.0363,0.0483,0.0031,9e-04,0.0215,0.0367,"2017"
"529",1,"University of Mississippi","R1","MS",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.7784,0.1275,0.0337,0.0174,0.0029,0.001,0.0164,4e-04,"2017"
"530",1,"Missouri University of Science and Technology","R2","MO",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.8108,0.031,0.037,0.0357,0.0031,1e-04,0.0335,0.0199,"2017"
"531",2,"Washington University in St Louis","R1","MO",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.5243,0.0775,0.0864,0.1732,6e-04,1e-04,0.0735,0.0165,"2017"
"532",1,"Montana State University","R1","MT",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.8456,0.0047,0.0416,0.0096,0.0136,0.0011,0.0276,0.0131,"2017"
"533",1,"University of Nebraska at Omaha","R2","NE",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.6683,0.0619,0.1255,0.0395,0.0024,0.0011,0.0391,0.0166,"2017"
"534",1,"University of Nevada-Las Vegas","R1","NV",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3168,0.078,0.2932,0.1562,0.0023,0.0094,0.0361,0.0047,"2017"
"535",1,"University of Colorado Boulder","R1","CO",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.6745,0.0166,0.1179,0.0564,0.0021,7e-04,0.072,0.0062,"2017"
"536",2,"University of Southern California","R1","CA",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.3971,0.0462,0.1447,0.2052,0.0014,0.0024,0.1332,0.0133,"2017"
"537",2,"Yale University","R1","CT",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.4469,0.0704,0.1261,0.1762,0.0057,7e-04,0.1069,0.0045,"2017"
"538",1,"Delaware State University","R2","DE",0.563570298783846,0.294068559226923,8.77007873025984,0.00496156547632653,3.53582677688976,0.0908,0.7461,0.068,0.0049,0.0027,0.0011,0.0313,0.0033,"2017"
"539",1,"Florida International University","R1","FL",0.539136254314249,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.0883,0.1224,0.6696,0.0241,7e-04,8e-04,0.0627,0.0043,"2017"
